metodo,psi2,tempo,z
Solucao Analitica,1.1686799536509316e-33,4.58e-15,-358.1460674157304
Solucao Analitica,1.6098446863724294e-33,4.58e-15,-357.73082559843675
Solucao Analitica,1.362826555320784e-33,4.58e-15,-357.3155837811432
Solucao Analitica,1.4277668305944289e-33,4.58e-15,-356.90034196384954
Solucao Analitica,1.2248591241605585e-33,4.58e-15,-356.48510014655596
Solucao Analitica,1.4712392819125078e-33,4.58e-15,-356.06985832926233
Solucao Analitica,2.05001227434374e-33,4.58e-15,-355.65461651196875
Solucao Analitica,1.6172428147547437e-33,4.58e-15,-355.2393746946751
Solucao Analitica,1.3919467237375231e-33,4.58e-15,-354.8241328773815
Solucao Analitica,2.074169152833859e-33,4.58e-15,-354.40889106008797
Solucao Analitica,3.179254154998888e-33,4.58e-15,-353.9936492427944
Solucao Analitica,2.7985978945722493e-33,4.58e-15,-353.57840742550076
Solucao Analitica,2.404074876006049e-33,4.58e-15,-353.1631656082071
Solucao Analitica,2.4700870916021895e-33,4.58e-15,-352.74792379091355
Solucao Analitica,3.1151880483607055e-33,4.58e-15,-352.33268197361997
Solucao Analitica,3.2933153909511114e-33,4.58e-15,-351.91744015632634
Solucao Analitica,3.44412153568127e-33,4.58e-15,-351.5021983390327
Solucao Analitica,3.8842522886503114e-33,4.58e-15,-351.0869565217391
Solucao Analitica,4.375749802945134e-33,4.58e-15,-350.67171470444555
Solucao Analitica,5.1477173341976006e-33,4.58e-15,-350.256472887152
Solucao Analitica,4.789758178620773e-33,4.58e-15,-349.84123106985834
Solucao Analitica,5.6200531849607425e-33,4.58e-15,-349.42598925256476
Solucao Analitica,6.423671862294485e-33,4.58e-15,-349.0107474352711
Solucao Analitica,6.488061723494937e-33,4.58e-15,-348.59550561797755
Solucao Analitica,7.347927024913808e-33,4.58e-15,-348.1802638006839
Solucao Analitica,8.424442731015943e-33,4.58e-15,-347.76502198339034
Solucao Analitica,8.206782135874943e-33,4.58e-15,-347.3497801660967
Solucao Analitica,8.660630953835827e-33,4.58e-15,-346.93453834880313
Solucao Analitica,9.156642550108798e-33,4.58e-15,-346.51929653150955
Solucao Analitica,9.385384934571185e-33,4.58e-15,-346.104054714216
Solucao Analitica,1.127163900588229e-32,4.58e-15,-345.68881289692234
Solucao Analitica,1.2074971845234244e-32,4.58e-15,-345.2735710796287
Solucao Analitica,1.1489549944585821e-32,4.58e-15,-344.85832926233513
Solucao Analitica,1.2597396799570195e-32,4.58e-15,-344.44308744504156
Solucao Analitica,1.4346167990345e-32,4.58e-15,-344.0278456277479
Solucao Analitica,1.3147346872485607e-32,4.58e-15,-343.6126038104543
Solucao Analitica,1.256989023176095e-32,4.58e-15,-343.19736199316077
Solucao Analitica,1.5714243580662504e-32,4.58e-15,-342.78212017586714
Solucao Analitica,1.346611063471488e-32,4.58e-15,-342.36687835857356
Solucao Analitica,1.6611192790113945e-32,4.58e-15,-341.9516365412799
Solucao Analitica,1.5533828707698296e-32,4.58e-15,-341.53639472398635
Solucao Analitica,1.542230955863579e-32,4.58e-15,-341.1211529066927
Solucao Analitica,1.570404028969737e-32,4.58e-15,-340.70591108939914
Solucao Analitica,1.311381497777344e-32,4.58e-15,-340.2906692721055
Solucao Analitica,1.6513015501933265e-32,4.58e-15,-339.8754274548119
Solucao Analitica,1.6375341603564958e-32,4.58e-15,-339.46018563751835
Solucao Analitica,1.5429256730249148e-32,4.58e-15,-339.0449438202248
Solucao Analitica,1.5783785826457148e-32,4.58e-15,-338.62970200293114
Solucao Analitica,1.4929953749793874e-32,4.58e-15,-338.21446018563756
Solucao Analitica,1.6007035713565316e-32,4.58e-15,-337.79921836834393
Solucao Analitica,1.5047832323294333e-32,4.58e-15,-337.3839765510503
Solucao Analitica,1.4071560755049404e-32,4.58e-15,-336.9687347337567
Solucao Analitica,1.4132263283325867e-32,4.58e-15,-336.55349291646314
Solucao Analitica,1.1815881135369502e-32,4.58e-15,-336.1382510991695
Solucao Analitica,1.2947123203534215e-32,4.58e-15,-335.7230092818759
Solucao Analitica,1.006674554134594e-32,4.58e-15,-335.30776746458235
Solucao Analitica,7.935433223983033e-33,4.58e-15,-334.8925256472888
Solucao Analitica,9.264517666683759e-33,4.58e-15,-334.47728382999514
Solucao Analitica,1.0439894468070966e-32,4.58e-15,-334.0620420127015
Solucao Analitica,7.52316384526264e-33,4.58e-15,-333.64680019540793
Solucao Analitica,6.029862841752039e-33,4.58e-15,-333.2315583781143
Solucao Analitica,7.268128590908237e-33,4.58e-15,-332.8163165608207
Solucao Analitica,5.928253110066961e-33,4.58e-15,-332.4010747435271
Solucao Analitica,5.007794013599077e-33,4.58e-15,-331.9858329262335
Solucao Analitica,4.827238081312773e-33,4.58e-15,-331.57059110893994
Solucao Analitica,4.9893622621781836e-33,4.58e-15,-331.15534929164636
Solucao Analitica,4.268643165802022e-33,4.58e-15,-330.7401074743527
Solucao Analitica,5.602123957374825e-33,4.58e-15,-330.32486565705915
Solucao Analitica,4.408574013323908e-33,4.58e-15,-329.9096238397655
Solucao Analitica,3.795436159935001e-33,4.58e-15,-329.4943820224719
Solucao Analitica,4.5959478128449804e-33,4.58e-15,-329.0791402051783
Solucao Analitica,2.4111740124066758e-33,4.58e-15,-328.66389838788473
Solucao Analitica,2.62182260007403e-33,4.58e-15,-328.2486565705911
Solucao Analitica,2.9739566265422312e-33,4.58e-15,-327.8334147532975
Solucao Analitica,1.9560225997682864e-33,4.58e-15,-327.41817293600394
Solucao Analitica,1.835651978244084e-33,4.58e-15,-327.00293111871036
Solucao Analitica,2.419808018413466e-33,4.58e-15,-326.58768930141673
Solucao Analitica,2.468350057630672e-33,4.58e-15,-326.1724474841231
Solucao Analitica,1.9056174020050267e-33,4.58e-15,-325.7572056668295
Solucao Analitica,1.2964292096348843e-33,4.58e-15,-325.34196384953594
Solucao Analitica,1.8616068935102403e-33,4.58e-15,-324.9267220322423
Solucao Analitica,3.94890870237836e-33,4.58e-15,-324.5114802149487
Solucao Analitica,1.8671082070720886e-33,4.58e-15,-324.09623839765516
Solucao Analitica,2.2601464982130286e-33,4.58e-15,-323.6809965803615
Solucao Analitica,2.3389516394921548e-33,4.58e-15,-323.26575476306795
Solucao Analitica,2.4444640124219637e-33,4.58e-15,-322.8505129457743
Solucao Analitica,2.3594522609704955e-33,4.58e-15,-322.43527112848074
Solucao Analitica,1.7521448595616692e-33,4.58e-15,-322.0200293111871
Solucao Analitica,1.978309972659877e-33,4.58e-15,-321.6047874938935
Solucao Analitica,2.9859907499587747e-33,4.58e-15,-321.1895456765999
Solucao Analitica,2.2917437863631317e-33,4.58e-15,-320.7743038593063
Solucao Analitica,1.9043008483321058e-33,4.58e-15,-320.3590620420127
Solucao Analitica,2.4823737052359817e-33,4.58e-15,-319.9438202247191
Solucao Analitica,3.143554012742994e-33,4.58e-15,-319.5285784074255
Solucao Analitica,2.3574304106870815e-33,4.58e-15,-319.11333659013195
Solucao Analitica,2.121231928690534e-33,4.58e-15,-318.6980947728383
Solucao Analitica,3.0030462019013433e-33,4.58e-15,-318.2828529555447
Solucao Analitica,2.8688602625522292e-33,4.58e-15,-317.8676111382511
Solucao Analitica,1.744572771649216e-33,4.58e-15,-317.45236932095753
Solucao Analitica,2.3338553136399046e-33,4.58e-15,-317.0371275036639
Solucao Analitica,2.0520710126405693e-33,4.58e-15,-316.62188568637026
Solucao Analitica,2.2533534560730542e-33,4.58e-15,-316.20664386907674
Solucao Analitica,2.335222103257415e-33,4.58e-15,-315.7914020517831
Solucao Analitica,1.70583182281554e-33,4.58e-15,-315.37616023448953
Solucao Analitica,2.3234151164056097e-33,4.58e-15,-314.9609184171959
Solucao Analitica,2.5454681587141008e-33,4.58e-15,-314.5456765999023
Solucao Analitica,2.1971384918657176e-33,4.58e-15,-314.1304347826087
Solucao Analitica,2.388660751185688e-33,4.58e-15,-313.7151929653151
Solucao Analitica,1.963961661329776e-33,4.58e-15,-313.2999511480215
Solucao Analitica,1.453786725890794e-33,4.58e-15,-312.8847093307279
Solucao Analitica,1.865313340444095e-33,4.58e-15,-312.4694675134343
Solucao Analitica,1.0501741481367161e-33,4.58e-15,-312.0542256961407
Solucao Analitica,1.2429568925706932e-33,4.58e-15,-311.6389838788471
Solucao Analitica,1.425555306914543e-33,4.58e-15,-311.22374206155354
Solucao Analitica,1.1650639094209777e-33,4.58e-15,-310.8085002442599
Solucao Analitica,1.162364608673491e-33,4.58e-15,-310.39325842696627
Solucao Analitica,1.2739697216283503e-33,4.58e-15,-309.9780166096727
Solucao Analitica,1.0418032276751234e-33,4.58e-15,-309.5627747923791
Solucao Analitica,9.08623046742386e-34,4.58e-15,-309.1475329750855
Solucao Analitica,9.375015882618252e-34,4.58e-15,-308.73229115779185
Solucao Analitica,5.828105156844225e-34,4.58e-15,-308.31704934049833
Solucao Analitica,7.157916641180566e-34,4.58e-15,-307.90180752320475
Solucao Analitica,5.239909568963093e-34,4.58e-15,-307.4865657059111
Solucao Analitica,5.971197365436129e-34,4.58e-15,-307.0713238886175
Solucao Analitica,3.3660467751258694e-34,4.58e-15,-306.6560820713239
Solucao Analitica,1.4882557763315357e-34,4.58e-15,-306.2408402540303
Solucao Analitica,7.011221978626705e-34,4.58e-15,-305.8255984367367
Solucao Analitica,2.981783870930535e-34,4.58e-15,-305.41035661944306
Solucao Analitica,5.496884334510476e-34,4.58e-15,-304.99511480214954
Solucao Analitica,3.2268523994621534e-34,4.58e-15,-304.5798729848559
Solucao Analitica,2.676175698239464e-34,4.58e-15,-304.16463116756233
Solucao Analitica,2.7136668104335164e-34,4.58e-15,-303.7493893502687
Solucao Analitica,1.4344137195354014e-34,4.58e-15,-303.3341475329751
Solucao Analitica,1.4933530838956085e-34,4.58e-15,-302.9189057156815
Solucao Analitica,2.922117937201122e-34,4.58e-15,-302.50366389838786
Solucao Analitica,2.7237987769564037e-36,4.58e-15,-302.0884220810943
Solucao Analitica,8.78614740509499e-35,4.58e-15,-301.6731802638007
Solucao Analitica,3.732611179481124e-34,4.58e-15,-301.25793844650707
Solucao Analitica,3.0103341665320123e-34,4.58e-15,-300.8426966292135
Solucao Analitica,5.2898542734200325e-34,4.58e-15,-300.4274548119199
Solucao Analitica,6.2459152501884965e-34,4.58e-15,-300.01221299462634
Solucao Analitica,3.095531398928499e-34,4.58e-15,-299.5969711773327
Solucao Analitica,4.447463235802144e-34,4.58e-15,-299.18172936003907
Solucao Analitica,3.502005186784637e-34,4.58e-15,-298.7664875427455
Solucao Analitica,4.078387691018467e-34,4.58e-15,-298.35124572545186
Solucao Analitica,2.9975569174670776e-34,4.58e-15,-297.9360039081583
Solucao Analitica,4.529659499904632e-34,4.58e-15,-297.52076209086465
Solucao Analitica,2.9020792465600573e-34,4.58e-15,-297.10552027357113
Solucao Analitica,6.288068602052045e-34,4.58e-15,-296.6902784562775
Solucao Analitica,2.895423696709147e-34,4.58e-15,-296.2750366389839
Solucao Analitica,5.270955939015009e-34,4.58e-15,-295.8597948216903
Solucao Analitica,3.5312377836711867e-34,4.58e-15,-295.4445530043967
Solucao Analitica,3.6276195856910034e-34,4.58e-15,-295.0293111871031
Solucao Analitica,4.330868360600966e-34,4.58e-15,-294.6140693698095
Solucao Analitica,6.393016145151915e-34,4.58e-15,-294.19882755251587
Solucao Analitica,5.0118625546522336e-34,4.58e-15,-293.7835857352223
Solucao Analitica,7.644793993004728e-34,4.58e-15,-293.3683439179287
Solucao Analitica,8.343342115707995e-34,4.58e-15,-292.9531021006351
Solucao Analitica,6.042834332158407e-34,4.58e-15,-292.5378602833415
Solucao Analitica,7.216592516056041e-34,4.58e-15,-292.1226184660479
Solucao Analitica,6.631738128035921e-34,4.58e-15,-291.7073766487543
Solucao Analitica,1.0753360651664062e-33,4.58e-15,-291.29213483146066
Solucao Analitica,1.058486416648483e-33,4.58e-15,-290.8768930141671
Solucao Analitica,1.0063960901072729e-33,4.58e-15,-290.4616511968735
Solucao Analitica,5.066401496462902e-34,4.58e-15,-290.04640937957987
Solucao Analitica,8.108410919793614e-34,4.58e-15,-289.63116756228624
Solucao Analitica,1.0436678433933499e-33,4.58e-15,-289.2159257449927
Solucao Analitica,1.9960492238182327e-33,4.58e-15,-288.80068392769914
Solucao Analitica,1.851834719367233e-33,4.58e-15,-288.3854421104055
Solucao Analitica,2.038910851309205e-33,4.58e-15,-287.9702002931119
Solucao Analitica,2.4088506121741828e-33,4.58e-15,-287.5549584758183
Solucao Analitica,2.1277473455171465e-33,4.58e-15,-287.13971665852466
Solucao Analitica,2.1456545932663472e-33,4.58e-15,-286.72447484123103
Solucao Analitica,2.802673463893269e-33,4.58e-15,-286.30923302393745
Solucao Analitica,2.6694127840477482e-33,4.58e-15,-285.8939912066439
Solucao Analitica,3.1983772834084055e-33,4.58e-15,-285.4787493893503
Solucao Analitica,3.919245905685612e-33,4.58e-15,-285.06350757205666
Solucao Analitica,4.126700198492686e-33,4.58e-15,-284.6482657547631
Solucao Analitica,5.571398579021231e-33,4.58e-15,-284.2330239374695
Solucao Analitica,6.453238061739959e-33,4.58e-15,-283.8177821201759
Solucao Analitica,7.069639672798322e-33,4.58e-15,-283.40254030288224
Solucao Analitica,8.666727651854167e-33,4.58e-15,-282.98729848558867
Solucao Analitica,8.504280776821157e-33,4.58e-15,-282.5720566682951
Solucao Analitica,9.807157150697379e-33,4.58e-15,-282.15681485100146
Solucao Analitica,1.134949543518363e-32,4.58e-15,-281.7415730337079
Solucao Analitica,1.0245473750749765e-32,4.58e-15,-281.3263312164143
Solucao Analitica,9.56472787429991e-33,4.58e-15,-280.9110893991207
Solucao Analitica,1.317710800847178e-32,4.58e-15,-280.4958475818271
Solucao Analitica,1.54359958483546e-32,4.58e-15,-280.08060576453346
Solucao Analitica,1.4627566237327735e-32,4.58e-15,-279.6653639472399
Solucao Analitica,1.7594076862882693e-32,4.58e-15,-279.2501221299463
Solucao Analitica,1.7705148643081706e-32,4.58e-15,-278.8348803126527
Solucao Analitica,1.9188270563898455e-32,4.58e-15,-278.41963849535904
Solucao Analitica,2.0037423657202958e-32,4.58e-15,-278.0043966780655
Solucao Analitica,2.0317166441736833e-32,4.58e-15,-277.5891548607719
Solucao Analitica,1.9192579669750618e-32,4.58e-15,-277.17391304347825
Solucao Analitica,2.2134918527460739e-32,4.58e-15,-276.7586712261847
Solucao Analitica,2.4101212165570594e-32,4.58e-15,-276.3434294088911
Solucao Analitica,2.4938439196937886e-32,4.58e-15,-275.92818759159746
Solucao Analitica,2.475204102904289e-32,4.58e-15,-275.51294577430383
Solucao Analitica,2.465487134154427e-32,4.58e-15,-275.09770395701025
Solucao Analitica,2.621521032097598e-32,4.58e-15,-274.6824621397167
Solucao Analitica,2.9318774332874645e-32,4.58e-15,-274.2672203224231
Solucao Analitica,2.8706489886970807e-32,4.58e-15,-273.85197850512947
Solucao Analitica,2.531724170609018e-32,4.58e-15,-273.4367366878359
Solucao Analitica,2.7355775296351933e-32,4.58e-15,-273.0214948705423
Solucao Analitica,2.8252115306992476e-32,4.58e-15,-272.6062530532487
Solucao Analitica,2.5488642071692436e-32,4.58e-15,-272.19101123595505
Solucao Analitica,2.3920272515640506e-32,4.58e-15,-271.77576941866147
Solucao Analitica,2.4851432187706965e-32,4.58e-15,-271.3605276013679
Solucao Analitica,2.4241920715452887e-32,4.58e-15,-270.94528578407426
Solucao Analitica,2.2088303923043485e-32,4.58e-15,-270.5300439667807
Solucao Analitica,2.2392310202861943e-32,4.58e-15,-270.1148021494871
Solucao Analitica,2.5865187949022296e-32,4.58e-15,-269.69956033219347
Solucao Analitica,2.4321049503152028e-32,4.58e-15,-269.28431851489984
Solucao Analitica,2.1981508961047079e-32,4.58e-15,-268.86907669760626
Solucao Analitica,2.1604968806058133e-32,4.58e-15,-268.4538348803127
Solucao Analitica,2.0821738647866854e-32,4.58e-15,-268.03859306301905
Solucao Analitica,1.7370344421290286e-32,4.58e-15,-267.6233512457255
Solucao Analitica,1.5179124108486778e-32,4.58e-15,-267.20810942843184
Solucao Analitica,1.5154302703738944e-32,4.58e-15,-266.79286761113826
Solucao Analitica,1.6455064601520957e-32,4.58e-15,-266.3776257938447
Solucao Analitica,1.341960142828192e-32,4.58e-15,-265.96238397655105
Solucao Analitica,1.1505218150891189e-32,4.58e-15,-265.5471421592575
Solucao Analitica,1.1376046293004097e-32,4.58e-15,-265.13190034196384
Solucao Analitica,1.2338535072461937e-32,4.58e-15,-264.71665852467027
Solucao Analitica,1.10497151250223e-32,4.58e-15,-264.3014167073767
Solucao Analitica,8.858219815678468e-33,4.58e-15,-263.88617489008305
Solucao Analitica,7.122953868518959e-33,4.58e-15,-263.4709330727895
Solucao Analitica,8.94710199894859e-33,4.58e-15,-263.05569125549584
Solucao Analitica,7.755104591989337e-33,4.58e-15,-262.64044943820227
Solucao Analitica,5.349574617927239e-33,4.58e-15,-262.2252076209087
Solucao Analitica,4.8593199443527944e-33,4.58e-15,-261.80996580361506
Solucao Analitica,5.318468182729551e-33,4.58e-15,-261.3947239863215
Solucao Analitica,4.3927514049229476e-33,4.58e-15,-260.97948216902785
Solucao Analitica,3.465607130553473e-33,4.58e-15,-260.56424035173427
Solucao Analitica,2.8415992136471747e-33,4.58e-15,-260.14899853444064
Solucao Analitica,4.9600110608423266e-33,4.58e-15,-259.73375671714706
Solucao Analitica,3.385463887871537e-33,4.58e-15,-259.3185148998534
Solucao Analitica,2.290331651442683e-33,4.58e-15,-258.90327308255985
Solucao Analitica,1.502434509155895e-33,4.58e-15,-258.4880312652663
Solucao Analitica,2.123344507748557e-33,4.58e-15,-258.07278944797264
Solucao Analitica,1.7380471469201776e-33,4.58e-15,-257.65754763067906
Solucao Analitica,4.296344967070336e-34,4.58e-15,-257.2423058133854
Solucao Analitica,2.0517857826120912e-34,4.58e-15,-256.82706399609185
Solucao Analitica,1.2031866913024924e-33,4.58e-15,-256.4118221787983
Solucao Analitica,9.624714663676587e-34,4.58e-15,-255.99658036150467
Solucao Analitica,1.313732121020349e-34,4.58e-15,-255.58133854421106
Solucao Analitica,3.521123892091904e-34,4.58e-15,-255.16609672691746
Solucao Analitica,5.707373464858141e-34,4.58e-15,-254.75085490962385
Solucao Analitica,3.347155184971946e-34,4.58e-15,-254.33561309233025
Solucao Analitica,1.0587833827882914e-34,4.58e-15,-253.92037127503667
Solucao Analitica,7.905895585794896e-35,4.58e-15,-253.50512945774307
Solucao Analitica,1.938631747734088e-34,4.58e-15,-253.08988764044946
Solucao Analitica,4.142937501751624e-35,4.58e-15,-252.67464582315586
Solucao Analitica,1.5697268467201946e-34,4.58e-15,-252.25940400586222
Solucao Analitica,5.148698546968977e-35,4.58e-15,-251.84416218856865
Solucao Analitica,1.5971740209984934e-34,4.58e-15,-251.42892037127504
Solucao Analitica,1.8709017707062567e-34,4.58e-15,-251.01367855398144
Solucao Analitica,1.3781739133105317e-34,4.58e-15,-250.59843673668783
Solucao Analitica,4.122795265427181e-34,4.58e-15,-250.18319491939425
Solucao Analitica,3.2670625842942933e-34,4.58e-15,-249.76795310210065
Solucao Analitica,2.5525804726808283e-34,4.58e-15,-249.35271128480704
Solucao Analitica,6.471700678841412e-34,4.58e-15,-248.93746946751344
Solucao Analitica,5.9986105795610005e-34,4.58e-15,-248.52222765021983
Solucao Analitica,1.00999668484101e-33,4.58e-15,-248.10698583292626
Solucao Analitica,1.2905532072487115e-33,4.58e-15,-247.69174401563265
Solucao Analitica,2.1819291041093136e-33,4.58e-15,-247.27650219833905
Solucao Analitica,2.6565033568431342e-33,4.58e-15,-246.86126038104544
Solucao Analitica,1.105580033514957e-33,4.58e-15,-246.44601856375186
Solucao Analitica,1.5138515834988516e-33,4.58e-15,-246.03077674645826
Solucao Analitica,3.447260610693195e-33,4.58e-15,-245.61553492916465
Solucao Analitica,2.5986536064193228e-33,4.58e-15,-245.20029311187105
Solucao Analitica,2.191253713047211e-33,4.58e-15,-244.78505129457744
Solucao Analitica,2.5729808097973637e-33,4.58e-15,-244.36980947728387
Solucao Analitica,3.411819467495339e-33,4.58e-15,-243.95456765999026
Solucao Analitica,4.050894592255701e-33,4.58e-15,-243.53932584269666
Solucao Analitica,2.3702315441675362e-33,4.58e-15,-243.12408402540302
Solucao Analitica,4.0828239575599125e-33,4.58e-15,-242.70884220810942
Solucao Analitica,4.165575821121924e-33,4.58e-15,-242.29360039081584
Solucao Analitica,4.1276308634773804e-33,4.58e-15,-241.87835857352223
Solucao Analitica,3.6483355315570694e-33,4.58e-15,-241.46311675622863
Solucao Analitica,3.472692430973235e-33,4.58e-15,-241.04787493893502
Solucao Analitica,2.6455205661866074e-33,4.58e-15,-240.63263312164145
Solucao Analitica,2.4016289982779988e-33,4.58e-15,-240.21739130434784
Solucao Analitica,3.2516994930186446e-33,4.58e-15,-239.80214948705424
Solucao Analitica,3.4284938433823166e-33,4.58e-15,-239.38690766976063
Solucao Analitica,3.38918531229082e-33,4.58e-15,-238.97166585246703
Solucao Analitica,3.756315707939637e-33,4.58e-15,-238.55642403517345
Solucao Analitica,2.5067181932415117e-33,4.58e-15,-238.14118221787984
Solucao Analitica,1.9635927833875823e-33,4.58e-15,-237.72594040058624
Solucao Analitica,3.8104824876255265e-33,4.58e-15,-237.31069858329263
Solucao Analitica,3.424544182363553e-33,4.58e-15,-236.89545676599906
Solucao Analitica,1.40401045262214e-33,4.58e-15,-236.48021494870545
Solucao Analitica,1.7604203397914574e-33,4.58e-15,-236.06497313141185
Solucao Analitica,2.5986888712498474e-33,4.58e-15,-235.64973131411824
Solucao Analitica,1.330095367842435e-33,4.58e-15,-235.23448949682464
Solucao Analitica,9.870390964984585e-34,4.58e-15,-234.81924767953106
Solucao Analitica,1.1858387011095236e-33,4.58e-15,-234.40400586223743
Solucao Analitica,2.7233853119850757e-33,4.58e-15,-233.98876404494382
Solucao Analitica,1.4354196616761117e-33,4.58e-15,-233.57352222765022
Solucao Analitica,1.275928588156544e-33,4.58e-15,-233.1582804103566
Solucao Analitica,1.2157432773944426e-33,4.58e-15,-232.74303859306303
Solucao Analitica,2.034263503759018e-33,4.58e-15,-232.32779677576943
Solucao Analitica,1.4030700571414824e-33,4.58e-15,-231.91255495847582
Solucao Analitica,1.0833355937178202e-33,4.58e-15,-231.49731314118222
Solucao Analitica,1.841670509320294e-33,4.58e-15,-231.08207132388864
Solucao Analitica,8.832664552078667e-34,4.58e-15,-230.66682950659504
Solucao Analitica,1.3962992096807458e-33,4.58e-15,-230.25158768930143
Solucao Analitica,1.5046327690525282e-33,4.58e-15,-229.83634587200783
Solucao Analitica,3.0814879224990144e-33,4.58e-15,-229.42110405471422
Solucao Analitica,2.407412430484045e-33,4.58e-15,-229.00586223742064
Solucao Analitica,2.7925984193614923e-33,4.58e-15,-228.59062042012704
Solucao Analitica,1.7453740121009325e-33,4.58e-15,-228.17537860283343
Solucao Analitica,2.7925984193614923e-33,4.58e-15,-227.76013678553983
Solucao Analitica,1.5046327690525282e-33,4.58e-15,-227.34489496824625
Solucao Analitica,1.3844502266244575e-33,4.58e-15,-226.92965315095265
Solucao Analitica,1.793522260710613e-33,4.58e-15,-226.51441133365904
Solucao Analitica,1.9259299443872362e-33,4.58e-15,-226.09916951636544
Solucao Analitica,1.6739039555709374e-33,4.58e-15,-225.68392769907183
Solucao Analitica,1.4083362718331664e-33,4.58e-15,-225.26868588177823
Solucao Analitica,3.1296361596292576e-33,4.58e-15,-224.85344406448462
Solucao Analitica,2.097458080059224e-33,4.58e-15,-224.43820224719101
Solucao Analitica,3.8518598887744724e-33,4.58e-15,-224.0229604298974
Solucao Analitica,3.093524973171998e-33,4.58e-15,-223.6077186126038
Solucao Analitica,3.8518598887744724e-33,4.58e-15,-223.19247679531023
Solucao Analitica,1.6370404527291505e-33,4.58e-15,-222.77723497801662
Solucao Analitica,1.2067154807801276e-33,4.58e-15,-222.36199316072302
Solucao Analitica,2.241902825888267e-33,4.58e-15,-221.9467513434294
Solucao Analitica,2.7925984193614923e-33,4.58e-15,-221.53150952613584
Solucao Analitica,1.8085685884011387e-33,4.58e-15,-221.11626770884223
Solucao Analitica,2.1666711874356407e-33,4.58e-15,-220.70102589154862
Solucao Analitica,3.0814879110195774e-33,4.58e-15,-220.28578407425502
Solucao Analitica,4.264129267494864e-33,4.58e-15,-219.87054225696141
Solucao Analitica,4.8900564994207153e-33,4.58e-15,-219.45530043966784
Solucao Analitica,3.587044521421227e-33,4.58e-15,-219.04005862237423
Solucao Analitica,3.758572657093215e-33,4.58e-15,-218.62481680508063
Solucao Analitica,3.734498532788374e-33,4.58e-15,-218.20957498778702
Solucao Analitica,2.7564872329042317e-33,4.58e-15,-217.79433317049342
Solucao Analitica,3.562970397116386e-33,4.58e-15,-217.37909135319984
Solucao Analitica,2.073383955754384e-33,4.58e-15,-216.96384953590623
Solucao Analitica,3.141673221781678e-33,4.58e-15,-216.5486077186126
Solucao Analitica,5.462005030756808e-33,4.58e-15,-216.133365901319
Solucao Analitica,4.3574164991761204e-33,4.58e-15,-215.71812408402542
Solucao Analitica,3.141673221781678e-33,4.58e-15,-215.3028822667318
Solucao Analitica,4.8900564994207153e-33,4.58e-15,-214.8876404494382
Solucao Analitica,6.41575412723998e-33,4.58e-15,-214.4723986321446
Solucao Analitica,5.227094239688482e-33,4.58e-15,-214.057156814851
Solucao Analitica,4.555698886272824e-33,4.58e-15,-213.64191499755742
Solucao Analitica,4.7433548044380946e-33,4.58e-15,-213.22667318026382
Solucao Analitica,5.880104861457279e-33,4.58e-15,-212.8114313629702
Solucao Analitica,5.5540932582002256e-33,4.58e-15,-212.3961895456766
Solucao Analitica,5.514479098577516e-33,4.58e-15,-211.98094772838303
Solucao Analitica,8.031729721202393e-33,4.58e-15,-211.56570591108942
Solucao Analitica,7.880799919976659e-33,4.58e-15,-211.15046409379582
Solucao Analitica,7.9745536759784e-33,4.58e-15,-210.7352222765022
Solucao Analitica,7.305932489230681e-33,4.58e-15,-210.3199804592086
Solucao Analitica,9.298457862011847e-33,4.58e-15,-209.90473864191503
Solucao Analitica,8.573585597157438e-33,4.58e-15,-209.48949682462143
Solucao Analitica,8.859653902373548e-33,4.58e-15,-209.07425500732782
Solucao Analitica,6.107107514280449e-33,4.58e-15,-208.65901319003422
Solucao Analitica,7.267564353619842e-33,4.58e-15,-208.2437713727406
Solucao Analitica,8.589290201684422e-33,4.58e-15,-207.828529555447
Solucao Analitica,8.079775114056377e-33,4.58e-15,-207.4132877381534
Solucao Analitica,6.207409508500239e-33,4.58e-15,-206.9980459208598
Solucao Analitica,8.016730413285901e-33,4.58e-15,-206.5828041035662
Solucao Analitica,9.222565007986884e-33,4.58e-15,-206.1675622862726
Solucao Analitica,7.66821984815411e-33,4.58e-15,-205.752320468979
Solucao Analitica,8.64459721089061e-33,4.58e-15,-205.3370786516854
Solucao Analitica,8.27973551933888e-33,4.58e-15,-204.9218368343918
Solucao Analitica,7.689014343220157e-33,4.58e-15,-204.5065950170982
Solucao Analitica,7.428833362345029e-33,4.58e-15,-204.09135319980462
Solucao Analitica,5.677508410093059e-33,4.58e-15,-203.676111382511
Solucao Analitica,6.628295260812156e-33,4.58e-15,-203.2608695652174
Solucao Analitica,5.2560944200072374e-33,4.58e-15,-202.8456277479238
Solucao Analitica,6.596371772979701e-33,4.58e-15,-202.4303859306302
Solucao Analitica,5.6044778848123465e-33,4.58e-15,-202.01514411333662
Solucao Analitica,6.582956443700943e-33,4.58e-15,-201.599902296043
Solucao Analitica,5.8941551413564745e-33,4.58e-15,-201.1846604787494
Solucao Analitica,7.144025774820174e-33,4.58e-15,-200.7694186614558
Solucao Analitica,5.273385207223864e-33,4.58e-15,-200.35417684416223
Solucao Analitica,3.9269894061553704e-33,4.58e-15,-199.93893502686862
Solucao Analitica,3.95589481224209e-33,4.58e-15,-199.52369320957501
