,L,e
0,10.0,0.19087770884276353
1,10.0,0.704516378730546
2,10.707070707070708,0.17334442583909324
3,10.707070707070708,0.6482409425151678
4,11.414141414141413,0.15807630539673326
5,11.414141414141413,0.5974106125693873
6,12.121212121212121,0.14470971004485758
7,12.121212121212121,0.5515595386086335
8,12.828282828282829,0.1329481809516493
9,12.828282828282829,0.510228504977686
10,12.828282828282829,0.9784406903304439
11,13.535353535353536,0.12254765693126343
12,13.535353535353536,0.47296750814245314
13,13.535353535353536,0.9431126544952971
14,14.242424242424242,0.11331069021693022
15,14.242424242424242,0.43934810355904325
16,14.242424242424242,0.8995149565041846
17,14.94949494949495,0.10507156265276446
18,14.94949494949495,0.4089687955554839
19,14.94949494949495,0.8524958161576162
20,15.656565656565657,0.09769207991870636
21,15.656565656565657,0.38147770720189134
22,15.656565656565657,0.8055216657868501
23,16.363636363636363,0.09105908696889005
24,16.363636363636363,0.3565479279403328
25,16.363636363636363,0.7602757150829741
26,17.070707070707073,0.08507568898757456
27,17.070707070707073,0.3338933570443348
28,17.070707070707073,0.7174441555622223
29,17.77777777777778,0.07966058089053132
30,17.77777777777778,0.31326171735067887
31,17.77777777777778,0.6772441722825162
32,18.484848484848484,0.0747424204309788
33,18.484848484848484,0.29443130471416823
34,18.484848484848484,0.6397277235648468
35,18.484848484848484,1.0146771639713268
36,19.19191919191919,0.07026546299660195
37,19.19191919191919,0.2772042875306146
38,19.19191919191919,0.6048049410070646
39,19.19191919191919,0.9817240847900512
40,19.8989898989899,0.06617639315110418
41,19.8989898989899,0.26141472420930073
42,19.8989898989899,0.5723423325209246
43,19.8989898989899,0.9451635507046164
44,20.606060606060606,0.06243383133298194
45,20.606060606060606,0.24691062583920614
46,20.606060606060606,0.542179481719136
47,20.606060606060606,0.9067702307309736
48,21.313131313131315,0.058999372120244746
49,21.313131313131315,0.23356030754192986
50,21.313131313131315,0.5141523071528143
51,21.313131313131315,0.8681497935051758
52,22.02020202020202,0.055838399929619094
53,22.02020202020202,0.22124440236983683
54,22.02020202020202,0.4881000736575426
55,22.02020202020202,0.8302760335180815
56,22.727272727272727,0.05292547048678456
57,22.727272727272727,0.20986572186658295
58,22.727272727272727,0.46386405272546877
59,22.727272727272727,0.793694156838947
60,23.434343434343432,0.050232902498192386
61,23.434343434343432,0.19933191303949513
62,23.434343434343432,0.4413007179117152
63,23.434343434343432,0.758650516122214
64,24.141414141414142,0.047741373832069584
65,24.141414141414142,0.18956316286283495
66,24.141414141414142,0.420271734732156
67,24.141414141414142,0.7253096984343862
68,24.848484848484848,0.04543076380933786
69,24.848484848484848,0.18048374269763814
70,24.848484848484848,0.4006528810893535
71,24.848484848484848,0.6937018819400103
72,24.848484848484848,0.9940664013895198
73,25.555555555555557,0.04328184711910394
74,25.555555555555557,0.17203803343826515
75,25.555555555555557,0.3823252831845857
76,25.555555555555557,0.663793881572989
77,25.555555555555557,0.9719046026584895
78,26.262626262626263,0.04128329038308084
79,26.262626262626263,0.16416694981509808
80,26.262626262626263,0.36519110117135034
81,26.262626262626263,0.6355328251619868
82,26.262626262626263,0.942141780180722
83,26.96969696969697,0.03941820090451062
84,26.96969696969697,0.1568156818092835
85,26.96969696969697,0.34915353236145114
86,26.96969696969697,0.6088508861254502
87,26.96969696969697,0.9102577736880626
88,27.67676767676768,0.03767809162762769
89,27.67676767676768,0.14994671852718353
90,27.67676767676768,0.33412217371722647
91,27.67676767676768,0.5836598409029006
92,27.67676767676768,0.8780786285331927
93,28.383838383838384,0.03604903139631243
94,28.383838383838384,0.14351694770899653
95,28.383838383838384,0.32002116990571644
96,28.383838383838384,0.5598784986715526
97,28.383838383838384,0.8464480327671537
98,29.09090909090909,0.03452477376588033
99,29.09090909090909,0.13748532248553888
100,29.09090909090909,0.30677529995247454
101,29.09090909090909,0.5374277723135852
102,29.09090909090909,0.8156893317658583
103,29.7979797979798,0.03309357919303695
104,29.7979797979798,0.13182723908958713
105,29.7979797979798,0.2943133000893672
106,29.7979797979798,0.5162178656963944
107,29.7979797979798,0.7860594411037272
108,30.505050505050505,0.03175098941418769
109,30.505050505050505,0.12651022724306737
110,30.505050505050505,0.2825869957477257
111,30.505050505050505,0.49617331540626924
112,30.505050505050505,0.7575718681494549
113,31.21212121212121,0.030486895325770865
114,31.21212121212121,0.12150234494812609
115,31.21212121212121,0.2715387317382968
116,31.21212121212121,0.47722491952208557
117,31.21212121212121,0.7302951718129228
118,31.21212121212121,0.9918204659698454
119,31.91919191919192,0.02929828932638036
120,31.91919191919192,0.11678854657331306
121,31.91919191919192,0.26111571173635717
122,31.91919191919192,0.4592823135234229
123,31.91919191919192,0.7042239516917723
124,31.91919191919192,0.9674638455645742
125,32.62626262626263,0.02817627500273141
126,32.62626262626263,0.11233909362800774
127,32.62626262626263,0.251267890452475
128,32.62626262626263,0.4423064120802066
129,32.62626262626263,0.6793411946540083
130,32.62626262626263,0.9405936286587643
131,33.33333333333333,0.027117585791999698
132,33.33333333333333,0.10814121232567449
133,33.33333333333333,0.24196535570076674
134,33.33333333333333,0.4262199301355688
135,33.33333333333333,0.6555967109199438
136,33.33333333333333,0.9129117357468982
137,34.04040404040404,0.026118593759954983
138,34.04040404040404,0.1041741057226208
139,34.04040404040404,0.23316341075688762
140,34.04040404040404,0.41096815544459636
141,34.04040404040404,0.6329522511592026
142,34.04040404040404,0.8852229458962342
143,34.74747474747475,0.025172589807414155
144,34.74747474747475,0.10041634791767139
145,34.74747474747475,0.22482987680633454
146,34.74747474747475,0.396502611511819
147,34.74747474747475,0.6113600387106337
148,34.74747474747475,0.8579572394318264
149,35.45454545454545,0.024278294743104428
150,35.45454545454545,0.09686145228263791
151,35.45454545454545,0.21692247757493596
152,35.45454545454545,0.38275460240669074
153,35.45454545454545,0.5907785849969336
154,35.45454545454545,0.8314370272238762
155,36.161616161616166,0.02342953397058189
156,36.161616161616166,0.09348785406400216
157,36.161616161616166,0.2094281374440421
158,36.161616161616166,0.3697035872909025
159,36.161616161616166,0.5711450615208704
160,36.161616161616166,0.8056802024323434
161,36.868686868686865,0.022625851733444956
162,36.868686868686865,0.0902902736910909
163,36.868686868686865,0.20231139839231663
164,36.868686868686865,0.35729153805980296
165,36.868686868686865,0.5524166334178074
166,36.868686868686865,0.7807987926997858
167,36.868686868686865,1.0007108711418955
168,37.57575757575758,0.021861445134322737
169,37.57575757575758,0.08725424997720108
170,37.57575757575758,0.1955504707108322
171,37.57575757575758,0.34548163246598346
172,37.57575757575758,0.534531842412918
173,37.57575757575758,0.7568153503281538
174,37.57575757575758,0.9855473048198283
175,38.282828282828284,0.021135190638963495
176,38.282828282828284,0.08436398643461208
177,38.282828282828284,0.1891126971978796
178,38.282828282828284,0.33424219049127224
179,38.282828282828284,0.5174789519616592
180,38.282828282828284,0.7337318001768708
181,38.282828282828284,0.9632783264255039
182,38.98989898989899,0.02044570577912324
183,38.98989898989899,0.08161880797211543
184,38.98989898989899,0.18299051111053943
185,38.98989898989899,0.3235178978367628
186,38.98989898989899,0.5011881800611158
187,38.98989898989899,0.7115485578391632
188,38.98989898989899,0.939257939743171
189,39.696969696969695,0.019788218243206347
190,39.696969696969695,0.07900117461647091
191,39.696969696969695,0.17716066362069166
192,39.696969696969695,0.3133061014311072
193,39.696969696969695,0.4856245056419413
194,39.696969696969695,0.6902249180857662
195,39.696969696969695,0.9148710902355044
196,40.4040404040404,0.019161984770113962
197,40.4040404040404,0.07651100791457285
198,40.4040404040404,0.17159683942547213
199,40.4040404040404,0.30355991218930706
200,40.4040404040404,0.4707557210441135
201,40.4040404040404,0.669744228287532
202,40.4040404040404,0.8905596833117734
203,41.111111111111114,0.018566093492886564
204,41.111111111111114,0.074132830098077
205,41.111111111111114,0.16629384660091803
206,41.111111111111114,0.2942596970016869
207,41.111111111111114,0.45653246334433156
208,41.111111111111114,0.6500774185090615
209,41.111111111111114,0.866600659640387
210,41.81818181818181,0.01799647767892958
211,41.81818181818181,0.07186717147495315
212,41.81818181818181,0.16123316721974915
213,41.81818181818181,0.2853609449108885
214,41.81818181818181,0.4429120206255104
215,41.81818181818181,0.6312048807085665
216,41.81818181818181,0.8432469218460598
217,42.525252525252526,0.01745271129733672
218,42.525252525252526,0.06970015950223103
