E,E_ana,L,L_ana,N,N_ana,a_final,a_final_ana,a_initial,a_initial_ana,conservation,conservation_ana,deltaz,deltaz_ana,dt,iterations,method,program_time,skewness,skewness_ana,stdev,stdev_ana,time_ana
150.0,150.0,100.0,100.0,256.0,256.0,0.9999999972832939,0.9999999993699,0.9999999995092282,0.9999999995092282,99.99999977740656,99.99999998606718,5.0,5.0,1e-19,21540.0,rk,11.665711164474487,0.005494201655037167,-2.2928004899683038e-06,5.3618876128502935,5.0404781102283245,2.17399609374974e-14
150.0,150.0,100.0,100.0,256.0,256.0,0.9999973193674035,0.9999999993699094,0.9999999995092282,0.9999999995092282,99.9997319858174,99.9999999860681,5.0,5.0,5e-19,4308.0,rk,2.274796724319458,0.005494182277287324,-2.2927147085699397e-06,5.361887702421746,5.040478052267299,2.1739945312497404e-14
150.0,150.0,100.0,100.0,256.0,256.0,0.9999144251172941,0.9999999993700595,0.9999999995092282,0.9999999995092282,99.9914425608024,99.99999998608313,5.0,5.0,1e-18,2154.0,rk,1.1185078620910645,0.005493948241434293,-2.29132020012263e-06,5.361889136337443,5.04047711040597,2.1739691406247405e-14
150.0,150.0,100.0,100.0,256.0,256.0,0.7756705882371582,0.999999999362677,0.9999999995092282,0.9999999995092282,77.56705886178354,99.99999998534487,5.0,5.0,5e-18,433.0,rk,0.24852752685546875,0.005615172570634595,-2.359880129307395e-06,5.366092503961018,5.040522810503965,2.1752007812497393e-14
150.0,150.0,100.0,100.0,256.0,256.0,0.001470848131964028,0.999999999342767,0.9999999995092282,0.9999999995092282,0.14708481326858788,99.99999998335387,5.0,5.0,1e-17,213.0,rk,0.11187505722045898,0.011189480568756292,-2.5450418537140825e-06,5.353603453391821,5.040640418148801,2.17836718749974e-14
150.0,150.0,100.0,100.0,512.0,512.0,0.9999999960539362,0.9999999994204584,0.9999999995069945,0.9999999995069945,99.99999965469418,99.99999999134639,5.0,5.0,1e-19,7181.0,rk,13.235311031341553,0.003020853588072078,-2.8219634641095725e-06,5.0078148263861975,5.040476579389756,2.1739523437497406e-14
150.0,150.0,100.0,100.0,512.0,512.0,0.9999897107852177,0.9999999994184516,0.9999999995069945,0.9999999995069945,99.99897112782182,99.99999999114571,5.0,5.0,5e-19,1437.0,rk,2.6444380283355713,0.0030228679787346925,-2.9091092767956363e-06,5.007823659999575,5.04052116681731,2.17515390624974e-14
150.0,150.0,100.0,100.0,512.0,512.0,0.9996718492192329,0.9999999994155786,0.9999999995069945,0.9999999995069945,99.96718497120767,99.99999999085841,5.0,5.0,1e-18,719.0,rk,1.343888521194458,0.003030565632656905,-3.009975889608677e-06,5.00785644924859,5.040572277932474,2.17653046874974e-14
150.0,150.0,100.0,100.0,1024.0,1024.0,0.9999999947026568,0.9999999994596926,0.9999999995067408,0.9999999995067408,99.9999995195916,99.99999999529518,5.0,5.0,1e-19,5868.0,rk,40.22248649597168,0.0007228504643403571,-3.1611334196672844e-06,5.03076107728438,5.040476465266006,2.1739476562497408e-14
150.0,150.0,100.0,100.0,1024.0,1024.0,0.9999850163288235,0.9999999994594853,0.9999999995067408,0.9999999995067408,99.99850168220753,99.99999999527445,5.0,5.0,5e-19,1174.0,rk,8.061650514602661,0.0007238817530338789,-3.217963039030352e-06,5.0307805207483085,5.040503453294399,2.17467499999974e-14
150.0,150.0,100.0,100.0,1024.0,1024.0,0.9995228792761184,0.9999999994596059,0.9999999995067408,0.9999999995067408,99.95228797691422,99.99999999528652,5.0,5.0,1e-18,587.0,rk,4.048774719238281,0.0007362964540141981,-3.2019730460191733e-06,5.030795946600888,5.040495886480042,2.1744710937497397e-14
150.0,150.0,100.0,100.0,2048.0,2048.0,0.9999999942371883,0.9999999994821297,0.9999999995067105,0.9999999995067105,99.99999947304778,99.99999999754192,5.0,5.0,1e-19,5594.0,rk,142.0935571193695,0.0001782633514216115,-3.346804660437241e-06,5.037975294692727,5.040477541178254,2.1739757812497403e-14
150.0,150.0,250.0,250.0,512.0,512.0,0.99999570136385,0.9999817229369402,1.0,1.0,99.999570136385,99.99817229369403,5.0,5.0,5e-19,47158.0,rk,88.89897894859314,-0.011020573312073692,-2.9023514781275357,27.646925427129908,24.6770723614009,2.513292968749679e-14
150.0,150.0,250.0,250.0,512.0,512.0,0.9998673487074848,0.9999817230141577,1.0,1.0,99.98673487074848,99.99817230141576,5.0,5.0,1e-18,23579.0,rk,44.17579531669617,-0.011020401485613555,-2.9023502787777664,27.64685956999493,24.67703718143385,2.513289062499679e-14
150.0,150.0,250.0,250.0,512.0,512.0,0.6696061420679762,0.9999817179635325,1.0,1.0,66.96061420679762,99.99817179635325,5.0,5.0,5e-18,4699.0,rk,8.829477310180664,-0.011089753592359582,-2.9024287095820136,27.5702215896084,24.6793379368487,2.513544531249679e-14
150.0,150.0,250.0,250.0,512.0,512.0,3.295620278806229e-05,0.9999817175619011,1.0,1.0,0.003295620278806229,99.99817175619012,5.0,5.0,1e-17,2069.0,rk,3.8722174167633057,-0.01647917146539637,-2.9024349450891793,25.578318007408228,24.67952087027182,2.5135648437496794e-14
150.0,150.0,250.0,250.0,1024.0,1024.0,0.9999999974983231,0.9999999999999999,1.0,1.0,99.99999974983231,99.99999999999999,5.0,5.0,1e-19,8453.0,rk,58.07274675369263,0.004776794691290013,0.0,5.000162490802,5.040483378220589,2.1741437499997407e-14
150.0,150.0,250.0,250.0,1024.0,1024.0,0.9999921886781173,0.9999999999999998,1.0,1.0,99.99921886781173,99.99999999999997,5.0,5.0,5e-19,1691.0,rk,11.648390054702759,0.004778107777829926,-2.5257675960450894e-14,5.000163229712847,5.040502201269772,2.17465117187474e-14
150.0,150.0,250.0,250.0,1024.0,1024.0,0.9997507454304525,0.9999999999999999,1.0,1.0,99.97507454304525,99.99999999999999,5.0,5.0,1e-18,846.0,rk,5.818109035491943,0.004783565509414111,3.3676020336740006e-14,5.000185315486226,5.040546153026426,2.1758355468747404e-14
150.0,150.0,250.0,250.0,1024.0,1024.0,0.49433911755537163,0.9999999999999998,1.0,1.0,49.43391175553716,99.99999999999997,5.0,5.0,5e-18,173.0,rk,1.2033751010894775,0.004811429194250525,-1.6835435575632912e-14,5.061223289050808,5.040803085138165,2.1827464843747388e-14
150.0,150.0,250.0,250.0,2048.0,2048.0,0.9999999955268521,1.0000000000000002,1.0,1.0,99.99999955268521,100.00000000000003,5.0,5.0,1e-19,6086.0,rk,153.87956190109253,0.0011388295916938676,-8.419318698261119e-15,5.025699415229923,5.040483566574572,2.174148828124741e-14
150.0,150.0,250.0,250.0,2048.0,2048.0,0.9999860323264849,1.0000000000000002,1.0,1.0,99.99860323264849,100.00000000000003,5.0,5.0,5e-19,1218.0,rk,30.560346126556396,0.0011402232858201018,-4.209527715741903e-14,5.025732054044257,5.040536105248848,2.1755648437497406e-14
150.0,150.0,250.0,250.0,2048.0,2048.0,0.9995551359846618,1.0000000000000002,1.0,1.0,99.95551359846618,100.00000000000003,5.0,5.0,1e-18,609.0,rk,15.398197412490845,0.0011510882654922827,1.6838181182518236e-14,5.025749421373439,5.040529088482936,2.17537578124974e-14
150.0,150.0,400.0,400.0,512.0,512.0,0.7274456754081307,0.9864725643353275,1.0,1.0,72.74456754081307,98.64725643353275,5.0,5.0,1e-19,27898.0,rk,53.1575186252594,0.06886840215200737,-0.2156989880502362,2.96832240909118,189.94297067198298,3.5403249902493257e-13
150.0,150.0,400.0,400.0,512.0,512.0,0.727445675399826,0.9864726593663887,1.0,1.0,72.7445675399826,98.64726593663887,5.0,5.0,5e-19,5582.0,rk,10.686213970184326,0.06882474644742795,-0.21576158202639095,2.9684098585252974,189.94230435061738,3.540333574233701e-13
150.0,150.0,400.0,400.0,512.0,512.0,0.7274456751421995,0.9864726593663887,1.0,1.0,72.74456751421995,98.64726593663887,5.0,5.0,1e-18,2792.0,rk,5.41529107093811,0.06882476640672516,-0.21576158202639095,2.9684098369511913,189.94230435061738,3.540333574233701e-13
150.0,150.0,400.0,400.0,512.0,512.0,0.7274448451643611,0.9864726582851566,1.0,1.0,72.74448451643612,98.64726582851566,5.0,5.0,5e-18,560.0,rk,1.0926005840301514,0.06883852690658897,-0.21576086992181942,2.9683974410783085,189.9423119320888,3.5403334765774507e-13
150.0,150.0,400.0,400.0,512.0,512.0,0.727419189882172,0.9864726407695322,1.0,1.0,72.74191898821721,98.64726407695322,5.0,5.0,1e-17,281.0,rk,0.5503935813903809,0.06905243541532971,-0.21574933382834416,2.9682524159589367,189.94243474864436,3.540331894546201e-13
150.0,150.0,400.0,400.0,512.0,512.0,0.6617032872395102,0.9864774825884105,1.0,1.0,66.17032872395102,98.64774825884105,5.0,5.0,5e-17,59.0,rk,0.11243128776550293,0.15338692084684424,-0.21892251387746303,3.083727931415098,189.90841967447372,3.5407670507962037e-13
150.0,150.0,400.0,400.0,1024.0,1024.0,0.9999999991353415,0.9999999999999998,1.0,1.0,99.99999991353415,99.99999999999997,5.0,5.0,1e-19,21288.0,rk,148.30218243598938,0.005655608017554946,5.051604984233523e-14,5.3497475560083805,5.040478988246496,2.1740253906247405e-14
150.0,150.0,400.0,400.0,1024.0,1024.0,0.999997299156167,0.9999999999999999,1.0,1.0,99.9997299156167,99.99999999999999,5.0,5.0,5e-19,4258.0,rk,29.429797410964966,0.005655103613654217,5.893512822467004e-14,5.349811234701236,5.040486493361334,2.174227734374741e-14
150.0,150.0,400.0,400.0,1024.0,1024.0,0.9999137229468776,0.9999999999999999,1.0,1.0,99.99137229468776,99.99999999999999,5.0,5.0,1e-18,2129.0,rk,14.706870079040527,0.0056548539901823775,5.051585294439007e-14,5.349812956108885,5.040485537072974,2.174201953124739e-14
150.0,150.0,400.0,400.0,1024.0,1024.0,0.774120846305072,0.9999999999999999,1.0,1.0,77.41208463050721,99.99999999999999,5.0,5.0,5e-18,428.0,rk,3.009042978286743,0.005767151888713992,5.051452437019235e-14,5.354215940647082,5.040529726345952,2.1753929687497405e-14
150.0,150.0,400.0,400.0,1024.0,1024.0,0.0013947560567014084,0.9999999999999999,1.0,1.0,0.13947560567014083,99.99999999999999,5.0,5.0,1e-17,211.0,rk,1.5051820278167725,0.01166738817243679,1.6835207179202082e-14,5.347171908560261,5.040825880545721,2.1833585937497387e-14
